SRR7947171.55/1|1961	UniClust90_35917-IJAADLPN_02001|1872	38.6	132	75	4	839	459	223	353	3.42e-11	72.8
SRR7947171.66/1|250	UniClust90_37113-MLPOPMJH_01363|3696	55.0	60	25	2	30	203	1032	1091	1.50e-11	63.9
SRR7947171.77/1|3937	UniRef90_A0A173S4H3|3024	31.4	261	127	9	2702	1977	238	465	4.74e-18	97.1
SRR7947171.99/1|20241	UniRef90_A0A174MJF0|2361	32.9	365	224	7	9357	8293	49	402	2.01e-27	129
SRR7947171.1010/1|4034	UniRef90_UNK35909-GBNBIKFE_02082|573	55.3	47	21	0	1013	1153	111	157	5.37e-08	60.5
SRR7947171.1010/1|4034	UniRef90_UNK35917-JCKJFELL_00697|573	55.3	47	21	0	1013	1153	111	157	5.37e-08	60.5
SRR7947171.1010/1|4034	UniClust90_35917-JCKJFELL_00697|573	55.3	47	21	0	1013	1153	111	157	5.37e-08	60.5
SRR7947171.1111/1|5397	UniRef90_E4T3A4|2454	38.0	142	85	2	4835	4413	200	339	2.18e-14	85.5
SRR7947171.1919/1|1897	UniClust90_4803-CANAFCCN_01037|558	50.8	65	30	2	316	504	42	106	1.96e-06	54.7
SRR7947171.2121/1|561	UniRef90_UPI000C718F5C|2199	58.8	68	26	2	5	205	83	149	2.63e-13	73.2
SRR7947171.2323/1|1350	UniRef90_A0A3D0EY90|2442	35.6	177	94	10	601	1095	576	744	8.55e-09	64.3
SRR7947171.2525/1|581	UniRef90_Q7RX33|2628	39.5	38	23	0	232	119	448	485	8.53e-01	36.6
SRR7947171.2727/1|1838	UniRef90_W6PNY1|972	47.7	149	66	6	1400	1828	31	173	1.13e-29	125
SRR7947171.2828/1|8452	UniRef90_A0A1V6CST9|1443	24.2	462	293	14	891	2189	41	474	7.79e-18	95.9
SRR7947171.3030/1|2142	UniRef90_A0A0P0FSV5|1479	40.4	369	185	8	1387	332	37	387	3.03e-49	186
SRR7947171.3434/1|804	UniRef90_A0A174SX05|1182	29.3	174	114	5	196	693	18	190	5.26e-08	59.3
SRR7947171.3535/1|3590	UniRef90_A0A2X3AX33|786	30.3	155	83	7	1415	1840	98	240	1.53e-03	48.1
SRR7947171.3737/1|464	UniRef90_A0A3S4KB43|945	49.3	73	16	3	220	35	117	179	1.39e-04	46.6
SRR7947171.3838/1|883	UniRef90_A0A0J9I2L5|3717	48.7	158	79	2	55	525	894	1050	7.55e-29	122
SRR7947171.3939/1|301	UniRef90_A0A1V4IPU7|2310	33.3	48	32	0	152	9	286	333	3.32e-02	38.1
SRR7947171.4040/1|2028	UniRef90_A0A174CJG3|1005	41.8	184	91	9	703	182	52	229	1.23e-20	99.8
SRR7947171.4242/1|389	UniRef90_A0A174GC47|1182	38.9	126	44	6	31	363	1	108	4.80e-08	55.8
SRR7947171.4545/1|1043	UniRef90_O14607-2|3237	64.4	59	19	2	401	577	1022	1078	2.55e-11	71.2
SRR7947171.4545/1|1043	UniRef90_F4MH48|2775	64.4	59	19	2	401	577	868	924	3.26e-11	70.9
SRR7947171.4545/1|1043	UniRef90_E1U0S4|1842	64.4	59	19	2	401	577	557	613	2.74e-11	70.9
SRR7947171.4646/1|407	UniRef90_A0A1C7MM13|1737	28.8	66	34	2	83	280	355	407	7.31e-01	35.4
SRR7947171.4747/1|296	UniClust90_78695-HLNDCJDF_03916|1104	40.8	49	27	2	55	195	63	111	1.04e-01	36.6
SRR7947171.4848/1|393	UniRef90_S5TM99|6009	34.4	61	36	3	55	234	372	429	2.92e-01	36.6
SRR7947171.5454/1|1556	UniRef90_Q8RHZ7|606	67.9	28	9	0	1276	1193	17	44	5.28e-05	50.4
SRR7947171.5454/1|1556	UniRef90_A0A1Y4E977|1755	75.0	28	7	0	1276	1193	389	416	2.83e-04	50.1
SRR7947171.5555/1|262	UniRef90_U3U4V1|522	53.1	49	17	2	54	194	116	160	6.03e-04	42.0
SRR7947171.5656/1|204	UniRef90_UPI0006789479|16461	30.6	49	34	0	49	195	528	576	3.62e-01	33.9
SRR7947171.5858/1|368	UniRef90_A0A096LNI6|489	67.7	31	9	1	108	16	128	157	5.80e-05	45.8
SRR7947171.5959/1|552	UniRef90_A0A180FE26|2034	47.2	89	46	1	284	550	443	530	2.77e-12	70.1
SRR7947171.6464/1|864	UniClust90_4704-NCLLFHKD_01933|1296	35.0	80	39	2	632	411	14	86	1.35e-03	46.2
SRR7947171.6666/1|3692	UniRef90_A0A0F0CN32|1155	42.5	146	77	7	3600	3175	190	332	5.00e-09	66.2
SRR7947171.6868/1|4876	UniRef90_F7MAT0|3243	34.8	581	315	20	1445	3091	123	671	6.99e-44	181
SRR7947171.6969/1|1923	UniRef90_A0A0P0FG46|1185	40.5	185	104	3	59	610	121	300	7.67e-21	101
SRR7947171.7070/1|269	UniRef90_C0B7V6|1026	52.8	36	16	1	211	104	213	247	7.81e-02	36.6
SRR7947171.7272/1|1842	UniRef90_A0A3R1YT84|606	43.9	57	29	2	1292	1122	1	54	3.15e-03	45.4
SRR7947171.7676/1|323	UniClust90_76725-FANPEILJ_00988|1359	31.5	54	36	1	292	134	137	190	3.54e-01	35.4
SRR7947171.7676/1|323	UniClust90_76725-NMEODKCI_02384|2439	31.5	54	36	1	292	134	497	550	3.74e-01	35.4
SRR7947171.8080/1|1256	UniRef90_UPI000D0B4FBE|4608	73.0	37	9	1	589	479	1160	1195	5.76e-04	48.9
SRR7947171.8181/1|250	UniRef90_A0A3M1VUY4|1908	45.9	37	17	1	49	159	319	352	8.28e-01	33.5
SRR7947171.8282/1|595	UniClust90_35664-NNIBPLPJ_00595|3747	29.4	85	56	3	262	516	398	478	2.19e-01	38.5
SRR7947171.8787/1|410	UniRef90_UPI0003B3F027|2721	47.1	34	18	0	398	297	169	202	9.28e-02	38.1
SRR7947171.8989/1|1360	UniRef90_A0A174UCF8|2850	62.7	118	35	2	779	1117	811	924	1.93e-31	134
SRR7947171.9090/1|2316	UniClust90_1857-LFAFDADJ_00972|1929	47.0	83	39	2	461	703	472	551	2.15e-06	57.8
SRR7947171.9090/1|2316	UniClust90_1885-DBJFCEGH_00799|3957	44.6	74	40	1	461	682	1148	1220	3.60e-06	57.4
SRR7947171.9393/1|594	UniRef90_UPI000693C471|2808	38.7	75	44	2	37	258	836	909	3.65e-02	40.8
SRR7947171.9595/1|11843	UniRef90_A0A174SC47|1122	57.0	314	106	17	2568	3479	34	328	4.58e-68	241
SRR7947171.9898/1|5644	UniRef90_A0A0A2WIR5|4440	36.4	228	102	11	5215	4598	229	435	5.39e-14	84.7
SRR7947171.9999/1|2277	UniRef90_A0A1M4SMZ1|867	45.4	216	105	7	1215	586	80	288	3.69e-34	138
SRR7947171.100100/1|249	UniRef90_A0A1W9VRH3|1488	50.0	34	15	1	57	158	257	288	6.39e-02	36.6
SRR7947171.101101/1|6776	UniClust90_1933-EJAAGGAJ_00186|546	35.7	157	83	4	6749	6315	29	179	3.25e-10	67.4
SRR7947171.102102/1|1222	UniRef90_R6D4I0|3093	25.8	240	133	8	1071	436	157	379	2.60e-06	56.2
